accession,title,organism,n_samples,date,has_pub,type,summary,query
GSE205332,﻿Arsenic toxicity is regulated by queuine availability and oxidation- induced reprogramming of the human tRNA epitranscriptome,Homo sapiens,18,2022/06/03,False,Expression profiling by high throughput sequencing,"﻿Cells respond to environmental stress by regulating gene expression at the level of both transcription and translation. The ~50 modified ribonucleotides of the human epitranscriptome contribute to the latter, with mounting evidence that dynamic regulation of tRNA wobble modifications leads to selective translation of stress response proteins from codon-biased genes. Here we show that the response of human HepG2 cells to arsenite exposure is regulated by the availability of queuine, a micronutrient and essential precursor to the wobble modification queuosine (Q) on tRNAs reading GUN codons. Among oxidizing and alkylating agents at equitoxic concentrations, arsenite exposure caused an oxidant-specific increase in Q that correlated with up-regulation of proteins from codon-biased genes involved in energy metabolism. Limiting queuine increased arsenite-induced cell death, altered translation, increased reactive oxygen species levels, and caused mitochondrial dysfunction. In addition to revealing a new epitranscriptomic facet of arsenite toxicity and response, our results highlight the mechanistic links between environmental exposures, stress tolerance, and micronutrients.",arsenic AND human AND gene expression
GSE203032,Condition-Specific Mapping of Operons (COSMO) Using Dynamic and Static Genome Data,Mycobacterium tuberculosis,64,2022/05/14,False,Expression profiling by high throughput sequencing,"An operon is a set of adjacent genes which are transcribed into a single messenger RNA. Operons allow prokaryotes to efficiently circumvent environmental stresses. It is estimated that about 60% of the Mycobacterium tuberculosis genome is arranged into operons, which makes them interesting drug targets in the face of emerging drug resistance. We therefore developed COSMO - a tool for operon prediction in M. tuberculosis using RNA-seq data. We analyzed four algorithmic parameters and benchmarked COSMO against two top performing operon predictors. COSMO outperformed both predictors in its accuracy and in its ability to distinguish operons activated under distinct conditions.",Mycobacterium tuberculosis[organism] AND RNA-seq
GSE173225,RNA-seq analysis of various strains of Mycobacterium tuberculosis.,Mycobacterium tuberculosis,6,2022/04/22,False,Expression profiling by high throughput sequencing,"We have performred RNA-seq analysis of WT Mtb H37Rv, ∆phoP Mtb and H37Rv-pde (WT Mtb H37Rv overexpressing gene Rv0805 which codes for a phosphodiesterase), to look for the similarity in ∆phoP Mtb and H37Rv-pde transcriptome. RNA was extracted from exponentially growing mycobacterial cells in Middlebrook 7H9 media. Briefly, 25 ml of bacterial culture was grown to mid-log phase (OD600= 0.4 to 0.6) and combined with 40 ml of 5 M guanidinium thiocyanate solution containing 1% β-mercaptoethanol and 0.5% Tween 80. Cells were pelleted by centrifugation, and lysed by re-suspending in 1 ml Trizol (Ambion) in the presence of Lysing Matrix B (100 µm silica beads; MP Bio) using a FastPrep-24 bead beater (MP Bio) at a speed setting of 6.0 for 30 seconds. The procedure was repeated for 2-3 cycles with incubation on ice in between pulses. Next, cell lysates were centrifuged at 13000 rpm for 10 minutes; supernatant was collected and processed for RNA isolation using Direct-ZolTM RNA isolation kit (ZYMO) as per manufacturer’s recommendation. Following extraction, RNA was treated with DNAse I (Promega) to degrade contaminating DNA, and integrity was assessed using a Nanodrop (ND-1000, Spectrophotometer). RNA samples were further checked for intactness of 23S and 16S rRNA using formaldehyde-agarose gel electrophoresis, and Qubit fluoremeter (Invitrogen). RNA integrity was checked using Agilent 2200 Tape Station system (Agilent Technologies). Library construction, RNA-sequencing and data analysis have been carried out by Agrigenome Labs Private Limited (Cochin), India.",Mycobacterium tuberculosis[organism] AND RNA-seq
GSE168116,Transcriptome analysis of acute graft-versus-host disease in children,Homo sapiens,17,2022/03/07,False,Expression profiling by high throughput sequencing,"Steroid-refractory gastrointestinal graft-versus-host disease (GI GVHD) is a major barrier to successful hematopoietic stem cell transplant (HSCT). Poor understanding of the pathophysiology of GI GVHD contributes to continued poor outcomes and high mortality rates. We therefore obtained rectosigmoidal mucosal biopsies from post-HSCT patients with GI GVHD and submitted them to RNA-sequencing in order to transcriptomally characterize GI GVHD. These were compared to patients undergoing endoscopy for routine clinical indications. Using single end, 50bp reads processed using Kallisto using genome annotations from Gencode v24 with transcripts per million as the output. We included 14,239 trancsripts in our analysis, where we compared GVHD vs non-GVHD with significance defined as FDR<0.05 and FC 1.5 using R package DESeq2. We identified 164 key genes, of which 141 were upregulated in GVHD, and were ontologically related to microbial response, key immune effectors, and cell migration/chemotaxis. Down-regulated genes were related to nutrient metabolism. Additionally, we performed WGCNA that highlighted ERK as a key upregulated pathway in GI GVHD.",malnutrition AND child AND transcriptome
GPL31193,HiSeq X Ten (Vigna radiata),Vigna radiata,9,2022/01/09,False,,,Vigna radiata[organism]
GSE186820,Transcriptome analysis of Plasmodium falciparum isolates from Benin reveals specific gene expression associated with cerebral malaria,Plasmodium falciparum,30,2021/10/31,False,Expression profiling by high throughput sequencing,"The most severe form of Plasmodium falciparum infection, cerebral malaria (CM), is linked to the parasite’s ability to bind to specific endothelial receptors in brain capillaries. However, the host and parasitic factors causing CM are not yet fully elucidated and the transcriptome profile of P. falciparum isolated from patients with CM remains largely unknown. To complement this deficiency, we aimed to characterize the gene expression associated with CM, by sequencing the parasite’s transcriptome from 15 CM and 15 uncomplicated malaria Beninese children. We demonstrated a specific gene expression in CM, making it possible to completely distinguish the two clinical phenotypes. Numerous biological pathways including entry into host and cytoadherence were predicted as impacted. In addition, infected erythrocytes (iE) from CM children had a decreased circulation time. It may be the result of a stronger adhesion capacity of these iE, which we previously demonstrated in vitro. Consistent with this result, we were able to measure an overall increased expression of the var genes family, encoding for the major mediator of adherence to host endothelium. This phenomenon may allow iE to avoid splenic clearance and cause the increased parasitaemia measured in CM.",malnutrition AND child AND transcriptome
GPL30251,Illumina HiSeq 3000 (Lens culinaris),Lens culinaris,48,2021/06/08,False,,,Lens culinaris[organism]
GPL29657,Illumina HiSeq 2500 (Leishmania donovani),Leishmania donovani,21,2021/01/27,False,,,Leishmania donovani[organism]
GSE133361,Determination of isoform-specific RNA structure with nanopore long reads,Tetrahymena thermophila; Saccharomyces cerevisiae; Homo sapiens; Dengue virus; Oceanobacillus iheyensis; Bacillus subtilis,21,2020/09/09,False,Other,"Current methods for determening RNA structure with short-read sequencing cannot capture most differences between distinct transcript isoforms. Here, we present RNA structure analysis using nanopore sequencing (PORE-cupine),which combines structure probing using chemical modifications with direct long-read RNA sequencing and machine learning to detect secondary structures in cellular RNAs. PORE-cupine also captures global structural features, such as RNA binding protein (RBP) binding sites and reactivity differences at single nucleotide variants (SNVs). We show that shared sequences in different transcript isoforms of the same gene can fold into different structures, highlighting the importance of long-read sequencing for obtaining phase information. We also demonstrate that structural differences between transcript isoforms of the same gene lead to differences in translation efficiency. By revealing isoform-specific RNA structure, PORE-cupine will deepen our understanding of the role of structures in controlling gene regulation.",dengue virus[organism] AND transcriptome
GSE144659,Differential RNA expression profile in antimony resistant and antimony sensitive clinical isolates of Leishmania donovani,Leishmania donovani,8,2020/02/04,False,Expression profiling by array,"Infection with antimony resistant (SbR) but not with sentitive (SbS) Leishmania donovani (LD) gives rise to aggressive pathology and higher organ parasite load in infected patients, the cause of which is far from clear. The pentose phosphate pathway (PPP) is a key route of glucose metabolism in most organisms, providing NADPH for use as a cellular reductant and various carbohydrate intermediates used in cellular metabolism. Alteration in PPP is primary reason behind aggressive pathology and multi drug resistance in several types of carcinoma and other infectious disease model. A time kinetic study with equal inoculum of SbRLD and SbSLD promastigotes and host cells infected with equal number of SbR and SbSLD, resulted in remarkable higher growth rate in SbRLD which is also reflected in terms of their DNA content. Our result showed an activated PPP pathway in response to oxidative stress in SbRLD. Our result suggest that SbRLD have adapted to a higher nucleotide metaboism that provide them a selective survival advantage in presence of drug mediated oxidative stress and explains, in part, the cause of higher organ parasite load in SbRLD infected patients.",Leishmania donovani[organism]
GPL28012,Illumina HiSeq 2500 (Leishmania donovani; Mus musculus),Leishmania donovani; Mus musculus,10,2020/01/16,False,,,Leishmania donovani[organism]
GSE76139,Next-gen sequencing for transcriptomic differences in HuH-7 human hepatocellular carcinoma cell line models of hepatotoxicity,Homo sapiens,9,2019/12/02,False,Expression profiling by high throughput sequencing,"The gene expression profiles were analyzed of HuH-7 cells treated with cytotoxic agents, such as acetaminophen, arsenic or copper, along with cells that were treated for potential benefits with either caffeine or exosomes isolated from pooled human sera",arsenic AND human AND gene expression
GPL25446,Agilent Custom L.donovani Expression 8x15k Array (AMADID: 027511) designed by Genotypic Technology Private Limited,Leishmania donovani,6,2019/08/30,False,,www.chem.agilent.com,Leishmania donovani[organism]
GSE115812,Comparing Gene Expression Profiling of ATO sensitive and Resistant cell lines,Homo sapiens,7,2019/06/01,False,Expression profiling by array,"To further characerize the arsenic trioxide (ATO) resistance in acutepromyelocytic leukemia, we had made NB4 cell line (arsenic sensitive) to be resistant to arsenic by exposing them to increasing concentration till they are resistant to it and we named it NB4-EV-AsR1. We have also used another cell line (UF1) which is by default resistant to arsenic. Comparing the GEP will give us novel pathways that can contirbute to arseic trioxide.",arsenic AND human AND gene expression
GSE110068,Transcriptional profiling of rice gene expression changes upon co-infection with insect Orseola oryza and pathogen Xanthomonas oryzae pv. oryzae that causes gall midge and bacterial blight respectively.,Oryza sativa,6,2019/02/01,False,Expression profiling by array,"Yield loss in crop plants due to biotic stresses is a major problem and pyramiding of R genes is often suggested for sustained and durable resistance against target pests. Information is available for single R gene interaction in rice and other crop plants, but not much data is available for multiple R gene interaction against multiple pathogens/pests. In this study we carried out transcriptional analysis of two rice lines introgressed with either R gene against bacterial blight and gall midge or, against bacterial blight and fungal blast. The gene expression changes were investigated through microarray and the expression pattern upon co-infection with multiple pathogens was analyzed to study the synergistic effect of R gene mediated defense responses as well as to explore the possibility of any antagonism between the R genes as defense pathway employed due to R gene mediated resistance variesaccording to the attacking pathogen/pest. Keywords: Expression profiling by array",Oryza sativa[organism] AND bacterial blight
GSE110088,Transcriptional profiling of rice gene expression changes upon co-infection with pathogens Magnapothe oryzae and Xanthomonas oryzae pv. oryzae that causes rice blast and bacterial blight respectively.,Oryza sativa,6,2019/02/01,False,Expression profiling by array,"Yield loss in crop plants due to biotic stresses is a major problem and pyramiding of R genes is often suggested for sustained and durable resistance against target pests. Information is available for single R gene interaction in rice and other crop plants, but not much data is available for multiple R gene interaction against multiple pathogens/pests. In this study we carried out transcriptional analysis of two rice lines introgressed with either R gene against bacterial blight and gall midge or, against bacterial blight and fungal blast. The gene expression changes were investigated through microarray and the expression pattern upon co-infection with multiple pathogens was analyzed to study the synergistic effect of R gene mediated defense responses as well as to explore the possibility of any antagonism between the R genes as defense pathway employed due to R gene mediated resistance varies as per the attacking pathogen/pest. Keywords: Expression profiling by array",Oryza sativa[organism] AND bacterial blight
GSE107262,Differential gene expression analysis in clinical isolate of Leishmania donovani .,Leishmania donovani; Leishmania,16,2018/10/30,False,Expression profiling by array,"Differential gene expression analysis was carried out in clinical isolates of Leishmania donovani (L. donovani) parasite derived from VL patient before miltefosine treatment, post treatment and patient that relpased after miltefosine treatment",Leishmania donovani[organism]
GSE100598,Transcriptome analysis of early submergence-responsive genes in deepwater rice,Oryza sativa,10,2018/07/01,False,Expression profiling by genome tiling array,"The profiling was conducted with the Rice 3'-Tiling 135k Microarray designed from 31,439 genes deposited at IRGSP, RAP2 database (http://rapdb.lab.nig.ac.jp). In this research, we have searched for genes responsible for submergence escape from a deepwater rice cultivar Pin Gaew 56 (PG56).",Oryza sativa[organism] AND submergence
GPL25135,Illumina HiSeq 4000 (Lens culinaris),Lens culinaris,18,2018/06/01,False,,,Lens culinaris[organism]
GSE95353,"Functional and Technical Validation of SL-seq, a method for RNA-seq in Trypanosomatids",Leishmania donovani; Homo sapiens,37,2017/05/30,False,Expression profiling by high throughput sequencing,"We developed a novel method for RNA-seq in Trypanosomatids called ‘Spliced-Leader Sequencing’ (SL-seq). The method is based on the fact that the 5’ end of Trypanosomatid mRNA is starts with a SL-sequence, and specifically enriches SL-containing RNA prior to sequencing. In this study we compared the performance and functional results obtained with SL-seq to those generated with conventional Illumina Stranded mRNA prep. Therefore we sequenced mRNA of Leishmania donovani logarithmic phase promastigotes, stationary phase promastigotes and intracellular amastigotes with both methods. We also sequenced controlled dilutions of Leishmania RNA with human RNA.",Leishmania donovani[organism]
GPL23261,Illumina HiSeq 2000 (Leishmania donovani),Leishmania donovani,11,2017/04/05,False,,,Leishmania donovani[organism]
GPL23108,Illumina Hiseq 1500 (Leishmania donovani),Leishmania donovani,25,2017/02/24,False,,,Leishmania donovani[organism]
GPL23110,Illumina Hiseq 1500 (Homo sapiens; Leishmania donovani),Leishmania donovani; Homo sapiens,8,2017/02/24,False,,,Leishmania donovani[organism]
GSE74208,Differential Gene expression anslysis between Paromomycin sensitive and resistat Leishmania donovani.,Leishmania donovani; Leishmania,6,2016/11/01,False,Expression profiling by array,Gene expression analysis was carried out between experimental Paromomycin resistant Leishmania donovani (adapted to 100 µM paromomycin drug pressure) and it's corresponding wild type paromomycin sensitive parasite.,Leishmania donovani[organism]
GPL22015,Illumina MiSeq (Leishmania donovani),Leishmania donovani,7,2016/06/15,False,,,Leishmania donovani[organism]
GPL19308,Leishmania donovani - Genotypic Technology Private Limited (AMADID: 035638) Array [Probe Name Version],Leishmania donovani,8,2016/01/01,False,,"Organism: Leishmania donovani, Microarray GeneExpression 8x15k designed by Genotypic Technology Private Limited. (AMADID: 035638) Probe name version Protocol: www.chem.agilent.com",Leishmania donovani[organism]
GSE62468,Overall gene expression comparison between antimony resistant and sensitive Leishmania donovani,Leishmania donovani,8,2016/01/01,False,Expression profiling by array,The mRNA expression of antimony resistant strains of Leishmania donovani was compared to the expression of the sensitive Leishmania donovani.,Leishmania donovani[organism]
GSE57670,Deep Transcriptome Sequencing of a Rice Line Immune to Bacterial Blight Provides Novel Insights into Incompatible Interactions between Rice and Xanthomonas oryzae pv. oryzae,Oryza sativa; Xanthomonas oryzae pv. oryzae,6,2015/12/30,False,Expression profiling by high throughput sequencing,"In this study, simultaneous gene expression, of both the host and pathogen, in the incompatible interaction between rice immune line H471 and Xoo race PXO99A with strong virulence, and in compatible ones between H471’s parents and PXO99A, were analyzed in the same infected leaf blades at 1 day and 3 days post-inoculation (dpi) using the RNA-Seq technique.This study provides the first insights into the differantial gene expression profiles of both organisms interacting simultaneously in the incompatible and compatible interactions between Xanthomonas oryzae pv. oryzae and host. Gene groups of differentially expressed genes were identified for PXO99^A and H471. In the Xoo case, a set of genes associated with two-component systems, involved in Quorum sensing (QS) and protecting the cell from reactive oxygen species (ROS) and oxidative stress, and genes encoding type III secretion systems and Type III (T3) effectors were sequentially up-regulated in the incompatible interaction. In the rice case, differentially regulated genes encoding a set of signal transduction components, sixty-six transcription factors, six genes encoding PPRs and three genes encoding tetratricopeptide repeat (TPR)-like superfamily proteins, and twenty-one resistance proteins have been identified in the incompatible interaction. Among them, six rice genes encoding response regulator receivers and histone proteins in the incompatible interaction uniquely differentially up-regulated in H471 at 1 dpi",Oryza sativa[organism] AND bacterial blight
GSE53940,"Whole genome expression profiling of rice leaves treated with Xanthomonas oryzae pv. oryzae secreted cell wall degrading lipase/esteraseA (LipA) at early time points, 30 min. and 120 min.",Oryza sativa,24,2015/06/30,False,Expression profiling by array,"Treatment of rice tissues with purified preparations of a Xanthomonas oryzae pv. oryzae (Xoo) secreted plant cell wall degrading enzyme, Lipase/Esterase (LipA), elicits cell wall damage induced innate immune responses. LipA activity is required for induction of defense responses. In order to characterize the early events during elaboration of cell wall degrading enzyme, Lipase/Esterase (LipA) induced innate immune response in rice, we have performed global gene expression profiling of rice leaves treated with purified LipA at early time points, 30 minutes and 120min, after treatment. Whole genome transcriptional profiling was performed using Affymetrix Rice GeneChips",Oryza sativa[organism] AND bacterial blight
GSE61952,Expression data from rice lesion mimic mutant spotted leaf 5 (spl5),Oryza sativa,6,2014/10/02,False,Expression profiling by array,"The rice lesion mimic, spotted leaf 5 (spl5), created by γ-ray radiation, has spontaneous HR-like lesions on its leaves and shows enhanced resistance to rice blast and bacterial blight pathogens. Some genes were differentially expressed in this mutant compared with its WT control ZF802, and these genes were also associated with some important signaling pathways, such as defense response, oxidation-reduction process and stress response. We analyzed the transcriptional profiling of spl5 mutant and WT using the microarray, in order to reveal the signal pathway of SPL5 gene in regulation of disease resistance.",Oryza sativa[organism] AND bacterial blight
GPL18125,Leishmania donovani Gene Expression 8x15k Microarray - Genotypic Technology Private Limited (AMADID: 035638) (condensed),Leishmania donovani,10,2013/12/31,False,,"Organism: Leishmania donovani, Microarray GeneExpression 8x15k designed by Genotypic Technology Private Limited. (AMADID: 035638) Protocol: www.chem.agilent.com",Leishmania donovani[organism]
GSE48202,The genes upregulated in WRKY45-ox rice relative to Nipponbare,Oryza sativa,6,2013/12/31,False,Expression profiling by array,"WRKY45-overexpressing (WRKY45-ox) rice plants are extremely resistant to rice blast and bacterial leaf-blight diseases. To search for the genes that are potentially responsible for the strong resistance, we performed genome-wide gene expression analysis in WRKY45-ox rice. A microarray analysis using Agilent rice oligo microarray for approximately 42,000 rice genes identified 1,664 genes that are upregulated in WRKY45-ox rice compared with non-transformant rice cv. Nipponbare (NB). Analysis of the genes with altered expression in WRKY45-ox rice by a Gene ontology program (Agri GO; http://bioinfo.cau.edu.cn/agriGO/) revealed that several genes in the biosynthetic pathway for diterpenoid phytoalexins, for which anti-blast fungus activities have been reported, were upregulated in WRKY45-ox rice.",Oryza sativa[organism] AND bacterial blight
GSE52836,Expression data from leaf of plant overexpressing OsXa5 in japonica rice (cv. Ishikari-shiroge (I-S)),Oryza sativa Japonica Group; Oryza sativa,6,2013/11/30,False,Expression profiling by array,"A candidate gene was cloned and overexpressed to explore its potential function in bacterial blight (BB) resistance. Due to it was the susceptible allele of xa5 gene in rice, it was designated as OsXa5. We used microarrays to detail the global reprogram of gene expression in OsXa5-overexpressing plants.",Oryza sativa[organism] AND bacterial blight
GSE32107,Comparative genomics of Helicobacter pylori strains associated with different clinical outcome,Helicobacter pylori HPAG1; Helicobacter pylori G27; Helicobacter pylori P12; Helicobacter pylori; Helicobacter pylori 26695; Helicobacter pylori J99; Helicobacter pylori Shi470,9,2013/11/10,False,Genome variation profiling by genome tiling array,"In this study, a whole-genome CombiMatrix Custom oligonucleotide tiling microarray with 90000 probes covering six sequenced Helicobacter pylori(H. pylori) genomes was designed and utilized for comparative genomic profiling of eight unsequenced strains isolated from patients with different gastroduodenal diseases in Heilongjiang province of China. Since significant genomic variation were found among these strains, an additional 76 H. pylori stains with different clinical outcomes isolated from various provinces of China were further tested by PCR to demonstrate this distinction. We observed several highly variable regions among strains of gastritis, gastric ulceration and gastric cancer. They are involved in genes associated with bacterial type I, type II and type III R-M system as well as in a virB gene neighboring the well studied cag pathogenic island. Previous studies have reported the diverse genetic characterization of this pathogenic island, but it is conserved in the strains tested by microarray in this study. Moreover, a number of genes involved in the type IV secretion system related to DNA horizontal transfer between H. pylori strains were identified based on the comparative analysis of the strain specific genes. These findings may provide new insights for discovering biomarkers for prediction of gastric diseases.",Helicobacter pylori[organism] AND gastric
GSE40242,Activating of jasmonic acid pathway through depletion of rice hydroperoxide lyase OsHPL3 revealed a crosstalk between HPL- and AOS-branch oxylipin pathways in rice,Oryza sativa; Oryza sativa Japonica Group,6,2013/08/21,False,Expression profiling by array,"The allene oxide synthase (AOS) branch and the hydroperoxide lyase (HPL) branch of the oxylipin pathway function in plant responses to diverse stresses and have potential cross-talks between each other in the biosynthesis and signaling regulation, but there is still an absence of direct evidence and detailed information about this communication. Here, we identified and characterized a jasmonates acid (JA) overproduction mutant, cea62, by screening the Constitutive Expression of AOS gene (cea) from rice T-DNA insertion mutant library. Map-based cloning was used to isolate the target gene as the hydroperoxide lyase OsHPL3 gene. The gene expression, HPL enzyme activity and its resulting products, (E)-2-hexenal, were all depleted in the cea62 mutant, which resulted in dramatic JA overproduction and activation of JA signaling in the mutant. Consistent with the formation of the lesion mimic phenotype and the timing of the induction for some defense responsive genes, the activation of JA biosynthesis and signaling was regulated in a developmental way, just as the way by which OsHPL3 was regulated in the wild type plant. Microarray data showed that the JA-governed defense response was greatly activated in the cea62 mutant plant and the cea62 plant obtained enhanced resistance to the bacterial blight pathogen Xanthomonasoryzaepvoryzae (Xoo) T1 strain. Wounding response was attenuated in the cea62 mutant at an early developmental stage, while it was partially recovered when JA levels were elevated at a later developmental stage in the cea62 mutant. But, the wounding response was not altered at different developmental stages in the wild type plant. These findings suggest that these two branches of the oxylipin pathways crosstalked in the biosynthesis and signaling pathways and cooperated with each other to function in diverse stress responses.",Oryza sativa[organism] AND bacterial blight
GPL16867,Leishmania donovani Gene Expression 8x15k Microarray - Genotypic Technology Private Limited (AMADID: 035638),Leishmania donovani,12,2013/08/05,False,,"Organism: Leishmania donovani, Microarray GeneExpression 8x15k designed by Genotypic Technology Private Limited. (AMADID: 035638) Protocol: www.chem.agilent.com",Leishmania donovani[organism]
GPL17379,Illumina Genome Analyzer IIx (Leishmania donovani),Leishmania donovani,18,2013/06/28,False,,,Leishmania donovani[organism]
GSE42197,Leishmania donovani amastigotes: Nelfinavir (NFV)-sensitive (control) vs Nelfinavir-resistant,Leishmania donovani; Leishmania,6,2013/06/27,False,Genome variation profiling by array; Expression profiling by array,This SuperSeries is composed of the SubSeries listed below.,Leishmania donovani[organism]
GSE34192,affy_riz_2011_7-: Transcriptomic analysis of rice leaves challenged with virulent and avirulent Xoo strains,Oryza sativa,18,2012/10/15,False,Expression profiling by array,"affy_riz_2011_7 - affy_riz_2011_7 - The Bacterial Leaf Blight disease of rice is due to Xanthomonas oryzae pv. oryzae. As for many pathogenic bacteria, it relies on a type 3 secretion system (TTSS) that is devoted to the injection of type 3 effectors (T3Es) into the eukaryotic host cell. These proteins are meant to suppress host basal defense responses and/or mimic some host regulatory function promoting bacterial survey in the plant. During an incompatible interaction, T3Es may act as Avr proteins and stimulate Effector-Triggered-Immunity. We aim at evaluating the transcriptomic response of rice leaves challenged with avirulent strains of Xoo BAI3 and MAI1 on resistant lines IR64 and IRBB4 versus the reference susceptible rice line Nipponbare. In addition, we investigated the transcriptomic response of rice leaves upon inoculation of an XoohrcC mutant strain affected in the production of a functional TTSS.-The goal of the experiment is to characterize the rice leaf transcriptome response, upon the inoculation of susceptible and resistant rice leaves 24 hours post-infection. To that end, the experimental design includes the inoculation of susceptible Nipponbare rice leaves with Xoo strains BAI3 (race A1) and MAI1 (race A3), that will be compared to the response of resistant lines IRBB4 and IR64 rice lines. In addition, Nipponbare rice leaves will also be challenged with the BAI3hrcC mutant that is affected in the production of a functional TTSS.",Oryza sativa[organism] AND bacterial blight
GSE39512,The relationship between inhibition of gastric acid secretion and eradication of Helicobacter pylori,Helicobacter pylori NCTC 11637 = CCUG 17874 = ATCC 43504 = JCM 12093,22,2012/09/30,False,Expression profiling by array,"Background: Penicillins inhibit cell wall synthesis; therefore, H. pylori must be dividing for these antibiotics to be effective. Identifying growth responses to varying medium pH may allow design of more effective treatment regimens. Aim: To determine the effect of acidity on bacterial growth and the bactericidal efficacy of ampicillin. Methods: H. pylori were incubated in dialysis chambers suspended in 1.5L of media at various pHs with 5mM urea, with or without ampicillin, for 4, 8 or 16 hours, thus mimicking unbuffered gastric juice. Changes in gene expression, viability and survival were determined. The bacterial load of H. pylori infected gerbils was determined with and without profound acid inhibition. Results: At pH 3.0, but not at pH 4.5 or 7.4, there was decreased expression of ~400 genes, including many cell envelope biosynthesis, cell division genes and penicillin-binding proteins. In the presence of ampicillin, viability and survival declined at pH 4.5 and 7.4 but not at pH 3.0. Profound acid inhibition of H. pylori infected gerbils increased the antral bacterial load >3 fold, showing that elevation of intragastric pH stimulated growth. Conclusions: Ampicillin is bactericidal at pH 4.5 and 7.4, but not at pH 3.0, due to decreased expression of cell envelope and division genes at pH 3.0. Therefore, at pH 3.0, the pH at the gastric surface, the bacteria are non-dividing and persist with ampicillin treatment. A more effective inhibitor of acid secretion that maintains gastric pH near neutrality for 24 hours/day should enhance the efficacy of triple therapy and of amoxicillin, even allowing dual therapy for H. pylori eradication.",Helicobacter pylori[organism] AND gastric
GSE39767,Expression data from OsRP1L1-overexpressing plant leaf in japonica rice (cv. Ishikari-shiroge (I-S)),Oryza sativa Japonica Group; Oryza sativa,6,2012/08/01,False,Expression profiling by array,"A novel rice NBS-LRR gene was cloned and overexpressed to explore its function in bacterial blight (BB) resistance. Due to its similarity to the Rp1 gene in maize (Zea mays), it was designated as OsRP1L1. We used microarrays to detail the global reprogram of gene expression in OsRP1L1-overexpressing plants.",Oryza sativa[organism] AND bacterial blight
GSE36272,Comparison of transcriptional responses of two susceptible rice cultivars to strains of Xanthomonas oryzae,Oryza sativa,65,2012/03/06,False,Expression profiling by array,"X. oryzae pv. oryzae (Xoo) is the causal agent of bacterial blight of rice. X. oryzae pv. oryzicola (Xoc) is the causal agent of bacterial streak of rice. Fourteen day old rice leaves were inoculated with one of five strains of Xanthomonas oryzae. Seven strains of Xoo were used; three wild type strains (PXO99A, T7174, and PXO86) and strains PXO99AME7, which has a nonfunctional type III secretion system and is non-pathogenic, , PXO99AME1, a pthXo6 and avrXa27 double mutant, PXO99ME2, a pthXo1 mutant, and PXO99ME5, a reduced virulence strain with uncharacterized mutation in a TAL effector. One strain of Xoc (BLS303) was tested. Controls include an inoculation with water (MOCK) and no inoculation. T7174 is our label for the Japanese isolate MAFF311018. Third leaves are inoculated with a needless syringe at adjacent sites along the upper leaf blade. Six leaves from separate plants are pooled. RNA samples were collected 24 h after treatment. ****[PLEXdb(http://www.plexdb.org) has submitted this series at GEO on behalf of the original contributor, Ginny Antony. The equivalent experiment is OS66 at PLEXdb.]",Oryza sativa[organism] AND bacterial blight
GSE36093,Expression data from infected (Xanthomonas oryzae pv. Oryzae (P10)) leaf in japonica rice (cv. Y73),Oryza sativa,6,2012/02/27,False,Expression profiling by array,"Previously, we successfully introduce the bacterial blight resistance trait from Oryza meyeriana into O. sativa using asymmetric somatic hybridization with O. meyeriana as the donor species. After years of breeding, a progeny named Y73 was generated with recurrent parent O. sativa L. ssp. japonica cv. Dalixiang, and it shows high resistance to broad-spectrum of bacterial blight pathogens Xanthomonas oryzae pv. Oryzae (Xoo). However, the resistance mechanism of Y73 is remain undiscovered. To provide insights into the high resistance phenotype of these plants, we examined the transcriptome response in leaves of Y73 to the bacterial blight infection in this study. Xoo inoculated and mock inoculated rice plants were grown in growth room and the global analysis of gene expression events in rice leaves at 24 hours post inoculation (hpi) were analyzed using Affymetrix Rice GeneChip microarrays. We used microarrays to detail the global programme of gene expression underlying Xoo infection in rice Y73.",Oryza sativa[organism] AND bacterial blight
GSE33411,Resistance gene-dependent responses in rice to the bacterial blight pathogen Xanthomonas oryzae pv. oryzae,Oryza sativa,45,2011/11/22,False,Expression profiling by array,"TITLE: Transcriptional profiling of Rgene-mediated responses in rice PROJECT DESCRIPTION: The dominant gene Xa7 and the recessive gene xa5 of rice confer resistance to several races of the bacterial blight pathogen Xanthomonas oryzae pv. oryzae (Xoo). To reveal the modes of action and the defense responses these genes initiate, we decided to obtain the global transcriptional profiles of the rice cultivars IRBB7, IRBB5 (which harbor Xa7 and xa5, respectively) and IR24 undergoing early infection by the Xoo Race 2 strain PXO86. Both IRBB7 and IRBB5 are resistant to PXO86 (which carry the corresponding avirulence genes avrXa7 and avrxa5), whereas IR24 is susceptible. We inoculated by vacuum infiltration the three rice cultivars ten days after seed germination (or 2 weeks after sowing) and collected inoculated tissue at 5 different timepoints within the first day after inoculation. The transcriptional profiles obtained will provide valuable insight into the similarities and differences between incompatible interactions mediated by a dominant and a recessive Rgene, in comparison to a compatible interaction. ****[PLEXdb(http://www.plexdb.org) has submitted this series at GEO on behalf of the original contributor, David O Nino-Liu. The equivalent experiment is OS4 at PLEXdb.]",Oryza sativa[organism] AND bacterial blight
